DATE,BALANCE AMT,DEPOSIT AMT,WITHDRAWAL AMT,balance_lag1,deposit_lag1,withdrawal_lag1,balance_ma7,deposit_ma7,anomaly,LR_Pred,RF_Pred,LSTM_Pred
2018-07-08,-1888869581.0800133,1200011.52,0.0,-542861957.5800003,93282718.44,100759696.44,-1574933309.3771493,81797503.12714286,1,-1743202979.7963698,-1687965847.8564053,-1575420300.0
2018-07-09,-528501381.1500006,154312114.38,147752242.89,-1888869581.0800133,1200011.52,0.0,-1381029327.6885757,86256871.00428571,1,-1305786490.4553046,-1429623030.5540042,-1388414600.0
2018-07-10,-547581589.5200008,83461791.94,92180847.28999999,-528501381.1500006,154312114.38,147752242.89,-1218947673.5428612,87724205.76857142,1,-1312901913.2706587,-1288616508.673205,-1320143200.0
2018-07-11,-546153903.0000005,82968759.19,91838370.91,-547581589.5200008,83461791.94,92180847.28999999,-1058765475.8885748,86456312.91571428,1,-1126803041.2037075,-1385755719.3329036,-1203171000.0
2018-07-12,-543614016.9200003,90261083.38,90593138.55,-546153903.0000005,82968759.19,91838370.91,-896079980.0714314,86584428.20428571,1,-932734843.5902555,-1203216920.5548034,-1080378400.0
2018-07-13,-1905721960.710013,95652546.82,94413820.56,-543614016.9200003,90261083.38,90593138.55,-929043484.2800039,85877003.66714285,1,-969585667.5311446,-1262881165.1656036,-1105644700.0
2018-07-14,-1690181709.900004,70070.0,0.0,-1905721960.710013,95652546.82,94413820.56,-1092946306.0400045,72560911.03285715,1,-953653808.8764702,-1077299748.5399024,-1177016000.0
2018-07-16,-546180448.0500005,197962557.32,175136182.83,-1690181709.900004,70070.0,0.0,-901133572.7500027,100669846.14714286,1,-763933872.5032065,-803094287.115203,-1049753540.0
2018-07-17,1169250.3599999975,76830044.33,96041395.99,-546180448.0500005,197962557.32,175136182.83,-825466339.6771456,89600978.99714284,1,-833007139.5746521,-987092813.8628036,-1020846000.0
2018-07-18,-1687424511.440004,87085077.83,94129622.37,1169250.3599999975,76830044.33,96041395.99,-988301042.8085747,90118591.26714286,1,-1131029003.1994808,-1523304364.3398044,-1175962500.0
2018-07-19,-1902726470.5900133,114627960.72,108699331.33,-1687424511.440004,87085077.83,94129622.37,-1182097123.892862,94641334.34285714,1,-1097380722.2218323,-1172267460.6606028,-1250406800.0
2018-07-20,-1687790126.1200042,88051843.05,87582024.65,-1902726470.5900133,114627960.72,108699331.33,-1345550853.778577,94325728.58142856,1,-1254068435.3872633,-1348425595.2373047,-1359764900.0
2018-07-21,993661.5299999975,111083580.94,93619588.45,-1687790126.1200042,88051843.05,87582024.65,-1073162907.7442895,96530162.02714287,1,-964956793.8019751,-1119787688.1354022,-1171519500.0
2018-07-23,-543955736.0900003,117443490.75,115240476.17,993661.5299999975,111083580.94,93619588.45,-909416340.0571461,113297793.56285715,1,-1024702605.8415197,-1338143298.0374043,-1119558000.0
2018-07-24,999556.0,82769339.77,82685148.28999999,-543955736.0900003,117443490.75,115240476.17,-831247768.0500032,96841619.62714286,1,-850785967.162624,-712717669.9964015,-1030423740.0
2018-07-25,-1681105400.360004,79243656.07,79056373.41,999556.0,82769339.77,82685148.28999999,-1071572718.1528609,97186421.30428572,1,-1224655934.8384645,-1277869310.8315032,-1241002900.0
2018-07-26,-543800876.3400002,71646438.3,76364572.05,-1681105400.360004,79243656.07,79056373.41,-908197913.1385746,94980901.37142858,1,-769414507.471518,-1167294064.0150027,-1049863360.0
2018-07-27,-1888150315.5500135,121320725.04,105792873.25,-543800876.3400002,71646438.3,76364572.05,-906115605.2757174,95937010.55999999,1,-944697007.8415228,-1214416759.2902036,-1090358500.0
2018-07-28,-546217734.2900004,10100.0,0.0,-1888150315.5500135,121320725.04,105792873.25,-743033835.0142883,83359618.69571428,1,-533022528.68615335,-1009700944.9085023,-917271360.0
2018-07-30,1578731.0,148902086.68,161190958.85,-546217734.2900004,10100.0,0.0,-742950253.6614312,88762262.37285714,1,-751596873.9177468,-1156407724.4853027,-970434050.0
2018-07-31,-1683021300.880004,102768659.77,93463335.32,1578731.0,148902086.68,161190958.85,-905673905.7742889,86665857.94714285,1,-1026436011.3851562,-1404108215.705004,-1107796100.0
2018-08-01,-1688804328.7800038,70051581.97,71560042.24,-1683021300.880004,102768659.77,93463335.32,-1147074460.7428608,84849035.40428571,1,-1050316531.6455663,-1061544849.5777025,-1224486500.0
2018-08-02,-543909873.6800003,70487411.52,62057456.96,-1688804328.7800038,70051581.97,71560042.24,-984617956.9314317,83598143.32571428,1,-860223522.5210638,-1387165416.1689034,-1105997800.0
2018-08-03,-543914519.0500004,81298733.15,87909810.05,-543909873.6800003,70487411.52,62057456.96,-984634191.6042889,84977042.59,1,-1034390498.987381,-1365395685.8923042,-1149623800.0
2018-08-04,1030296.1199999972,78421491.25,77216877.37,-543914519.0500004,81298733.15,87909810.05,-714751247.0800012,78848580.62,1,-715671529.324632,-1202190622.957903,-940365400.0
2018-08-06,-1897754968.2500136,115134788.79,120363355.12,1030296.1199999972,78421491.25,77216877.37,-907827994.7885746,95294964.73285714,1,-1028883804.2534683,-1473624160.435304,-1116874200.0
2018-08-07,962650.0,60282242.57,63009621.46,-1897754968.2500136,115134788.79,120363355.12,-907916006.3600032,82634987.00285713,1,-734961189.1660445,-925505744.080503,-1040069200.0
