DATE,BALANCE AMT,DEPOSIT AMT,WITHDRAWAL AMT,balance_lag1,deposit_lag1,withdrawal_lag1,balance_ma7,deposit_ma7,anomaly,LR_Pred,RF_Pred,LSTM_Pred
2018-10-18,-524053043.7600007,26385060.68,24963107.490000002,-1686495741.7200031,57034793.16,57751081.39,-781978413.3714298,55029134.95,1,-618218097.2443722,-1102093292.0066028,-953272060.0
2018-10-19,1020764.0499999966,61732326.230000004,36806941.5,-524053043.7600007,26385060.68,24963107.490000002,-707022913.167144,51050811.90571429,1,-709340315.7407105,-1094351062.8077025,-937424450.0
2018-10-20,-545916246.3000008,46777031.39,71166200.24,1020764.0499999966,61732326.230000004,36806941.5,-709547180.2800013,57733073.53285714,1,-784925112.0628953,-1399024036.3988032,-962079200.0
2018-10-22,-527943657.97000086,105243269.98,104870708.02,-545916246.3000008,46777031.39,71166200.24,-709504063.3457155,72767697.81571428,1,-716013436.7146639,-1144991169.8229027,-936881150.0
2018-10-23,-1891377745.2900116,66681967.04,68893592.07,-527943657.97000086,105243269.98,104870708.02,-979897170.8157171,62662900.74142857,1,-1031179729.9504669,-1028540473.609203,-1141139500.0
2018-10-24,-528214042.98000085,49523387.5,49446844.81,-1891377745.2900116,66681967.04,68893592.07,-814711387.7100025,59053976.56857143,1,-625670498.200435,-1010066635.311703,-972071740.0
2018-10-25,-1889845683.8900115,57080297.27,45771826.91,-528214042.98000085,49523387.5,49446844.81,-843761379.4485751,59060477.15571429,1,-871436318.7090907,-1134982190.186903,-1041239940.0
2018-10-26,-1687402767.260003,96497981.81,106802542.02,-1889845683.8900115,57080297.27,45771826.91,-1009954197.0914327,69076608.74571429,1,-855935315.4389709,-1156847557.2288027,-1119157500.0
2018-10-27,-528551893.3300009,6900.0,0.0,-1687402767.260003,96497981.81,106802542.02,-1085607433.8600042,60258690.71285714,1,-981704646.7956363,-1133541862.1019022,-1176534500.0
2018-10-29,-526412581.50000095,113542527.04,100272724.37,-528551893.3300009,6900.0,0.0,-1082821196.0314329,69796618.66285715,1,-1159900889.6822345,-1141467761.1763027,-1225963500.0
2018-10-30,-1678878175.330003,61680576.79,76085793.86,-526412581.50000095,113542527.04,100272724.37,-1247240412.7971475,63573376.77857143,1,-1346591816.9638116,-967614252.2809021,-1340536700.0
2018-10-31,-545540144.2500007,398692772.92999995,404952112.08,-1678878175.330003,61680576.79,76085793.86,-1054977898.3628601,111003491.90571427,1,-950759824.8177059,-927397266.3096015,-1160161300.0
2018-11-01,1136564.7099999962,59117877.14,54872875.339999996,-545540144.2500007,398692772.92999995,404952112.08,-979356382.9785744,112374133.28285715,1,-1015512196.1273874,-445386522.36230165,-1128517200.0
2018-11-02,-528109331.25000113,67644295.63,73856565.6,1136564.7099999962,59117877.14,54872875.339999996,-784822618.3157157,113883275.90571429,1,-882535194.1066856,-1333204318.1894028,-1026377800.0
2018-11-03,-527509342.0900011,41839499.35,37860572.11,-528109331.25000113,67644295.63,73856565.6,-619123557.5771439,106074921.2685714,1,-605158518.2807267,-936908071.8258017,-870691100.0
2018-11-04,-527982336.9000011,2500.0,0.0,-527509342.0900011,41839499.35,37860572.11,-619042192.3728583,106074292.69714284,1,-603509162.8272384,-926819101.8752018,-873779260.0
2018-11-05,-528634451.18000114,110341972.81,78919197.09,-527982336.9000011,2500.0,0.0,-619359602.327144,105617070.6642857,1,-607189148.8015547,-876517764.9445019,-877322430.0
2018-11-06,-1574217094.260004,75914476.42999999,92673020.12,-528634451.18000114,110341972.81,78919197.09,-604408019.3171443,107650484.89857142,1,-574167607.1089463,-851707330.8582014,-858885900.0
2018-11-07,-1678349416.390003,12780384.11,18370906.93,-1574217094.260004,75914476.42999999,92673020.12,-766237915.3371446,52520143.63857143,1,-620453015.7467073,-1070701103.6423028,-941819400.0
2018-11-08,-520817901.06000113,22345172.27,27583741.01,-1678349416.390003,12780384.11,18370906.93,-840802839.0185732,47266900.08571429,1,-693339044.4533905,-1015038781.9973028,-999916300.0
2018-11-09,-537292387.7900006,123511272.13,118288149.07000001,-520817901.06000113,22345172.27,27583741.01,-842114704.2385732,55247896.72857143,1,-873522650.8826591,-1106959824.4131029,-1041551170.0
2018-11-10,-528520067.7600011,1000.0,0.0,-537292387.7900006,123511272.13,118288149.07000001,-842259093.6200018,49270968.25,1,-862560299.132017,-868070570.9012022,-1033429200.0
2018-11-12,-523945995.07000107,136176333.76,139017345.24,-528520067.7600011,1000.0,0.0,-841682473.3585731,68724373.07285714,1,-871788869.1360753,-1043531236.9584031,-1044582800.0
2018-11-13,-547248994.4500005,48848090.449999996,55835166.83,-523945995.07000107,136176333.76,139017345.24,-844341693.8257159,59939532.73571428,1,-869092977.1278884,-970473116.271103,-1035239400.0
2018-11-14,1656599.0,81165462.76,55282974.379999995,-547248994.4500005,48848090.449999996,55835166.83,-619216880.5028582,60689673.64,1,-602388032.7510825,-1207014437.7963028,-866598340.0
2018-11-15,-545240559.9800007,55011361.19,76298017.68,1656599.0,81165462.76,55282974.379999995,-457344186.7300008,66722670.365714274,1,-482629676.40302676,-1374670098.724903,-762418300.0
2018-11-16,-1688748065.9700024,52461126.14,55881069.33,-545240559.9800007,55011361.19,76298017.68,-624191353.1457151,71024949.49,1,-612798402.7216095,-1201450773.0039027,-869885800.0
2018-11-17,-526375954.7000011,35096600.41,22437687.48,-1688748065.9700024,52461126.14,55881069.33,-622631862.7042867,58394282.10142857,1,-428620924.55273974,-1224425394.2898026,-832452500.0
2018-11-18,-528536348.54000103,200.0,0.0,-526375954.7000011,35096600.41,22437687.48,-622634188.5300009,58394167.815714285,1,-604567573.4793952,-1157643047.1481023,-872798100.0
2018-11-19,-527642212.89000106,85668197.97,77620166.91,-528536348.54000103,200.0,0.0,-623162219.647144,51178719.845714286,1,-610274971.102953,-1105522123.1472023,-874454200.0
2018-11-20,-545232237.9300007,63266177.68,79786270.25,-527642212.89000106,85668197.97,77620166.91,-622874111.5728581,53238446.592857145,1,-603216632.0111877,-1174985439.4973025,-867488640.0
2018-11-21,-1688867084.7100024,19304918.73,15474783.02,-545232237.9300007,63266177.68,79786270.25,-864377494.9600012,44401226.01714285,1,-897238789.3000563,-1134871710.5713034,-1052269100.0
2018-11-22,-1676128421.2100024,92517784.36,84859048.3,-1688867084.7100024,19304918.73,15474783.02,-1025932903.7071445,49759286.46999999,1,-909826513.2908801,-1284532083.2859027,-1137139200.0
2018-11-23,-545367256.1200007,14752437.25,20063036.99,-1676128421.2100024,92517784.36,84859048.3,-862592788.0142871,44372330.91428571,1,-711515778.9204406,-1077925628.639103,-1011609100.0
2018-11-26,-528186023.100001,152233975.06,127061898.02,-545367256.1200007,14752437.25,20063036.99,-862851369.214287,61106241.578571424,1,-895070516.3009189,-1089114063.3296034,-1057547200.0
2018-11-27,-526334523.100001,75591817.92,94269287.52,-528186023.100001,152233975.06,127061898.02,-862536822.7228584,71905044.13857143,1,-881357286.189051,-960533465.0506037,-1051454800.0
2018-11-28,-545560050.7500007,39434245.87,40628091.26,-526334523.100001,75591817.92,94269287.52,-865096513.8457155,65300193.83857143,1,-901532836.1464261,-1112589999.250503,-1054856260.0
2018-11-29,-539378678.7500007,56317354.44,72092966.33,-545560050.7500007,39434245.87,40628091.26,-864260291.1057156,64307504.80428571,1,-894284566.956465,-1097205078.1305032,-1057408500.0
2018-11-30,935138.489999996,39704451.57,36137158.03,-539378678.7500007,56317354.44,72092966.33,-622859973.5057151,67221723.78142856,1,-610322360.2080745,-1199134804.802603,-869029060.0
2018-12-01,1204061.609999996,43536527.61,46939206.96,935138.489999996,39704451.57,36137158.03,-383241047.38857204,60224401.38857143,1,-402602213.25857246,-1395393204.3003032,-704450900.0
2018-12-03,1071238.0,109083948.3,98600946.95,1204061.609999996,43536527.61,46939206.96,-305178405.371429,73700331.53857143,1,-311576243.470063,-1390657632.982803,-642207170.0
2018-12-04,-1690082473.3100026,48630452.58,69893673.11,1071238.0,109083948.3,98600946.95,-471163612.54428643,58899828.32714286,1,-501923140.004255,-1275371561.3807027,-768218000.0
2018-12-05,-1686296158.3700025,48506140.4,44736487.22,-1690082473.3100026,48630452.58,69893673.11,-636872417.5828581,55030445.82428571,1,-450813797.6506642,-1217659428.0878026,-842106900.0
2018-12-06,-527133918.46000105,58037274.26,50178664.75,-1686296158.3700025,48506140.4,44736487.22,-634240112.970001,57688021.30857142,1,-440937228.43402433,-1171245991.4469025,-842178800.0
2018-12-07,-545530819.6000006,51362770.58,59309064.86,-527133918.46000105,58037274.26,50178664.75,-635118990.2342867,56980223.614285715,1,-619535151.7315184,-1185541569.4925025,-879883460.0
2018-12-08,-527855745.8800011,900.0,0.0,-545530819.6000006,51362770.58,59309064.86,-710660545.1442869,51308287.67571429,1,-711816642.5647886,-1136454277.762503,-936479360.0
2018-12-10,-1896616541.6400108,106454490.36,91192696.83,-527855745.8800011,900.0,0.0,-981777774.1800026,60296568.06857143,1,-1039053100.9801239,-1147020247.4216032,-1149576300.0
2018-12-11,-545580035.2000008,73541195.15,90468909.2,-1896616541.6400108,106454490.36,91192696.83,-1059870813.2085742,55219031.904285714,1,-910397875.3361456,-1185795737.9202025,-1152086400.0
2018-12-12,-1897734557.9900112,58829154.67,48602193.67,-545580035.2000008,73541195.15,90468909.2,-1089535396.7342896,56675989.345714286,1,-1166071109.8602383,-1241411960.368803,-1222673000.0
2018-12-13,-1680543891.0900023,37589098.199999996,41109486.95,-1897734557.9900112,58829154.67,48602193.67,-1088713644.2657182,55116411.88857143,1,-948685230.9005685,-1143206630.2587028,-1175302700.0
2018-12-14,-545592478.2700008,68351948.54,76657009.28,-1680543891.0900023,37589098.199999996,41109486.95,-1091350581.3814323,56589936.78571428,1,-990645188.3013452,-1139481421.9886024,-1184233500.0
2018-12-15,1586124.349999996,36033600.68,12446463.1,-545592478.2700008,68351948.54,76657009.28,-1013191017.9600039,54400055.371428564,1,-1072530545.8826673,-1301349789.5747032,-1166312700.0
2018-12-17,-1685429730.7300026,78526211.46,95813270.48,1586124.349999996,36033600.68,12446463.1,-1178558730.0814326,65617957.00857142,1,-1347299792.7432096,-1063821710.1660024,-1321180500.0
2018-12-18,-545816759.7300007,27817028.1,29304310.33,-1685429730.7300026,78526211.46,95813270.48,-985587332.6657169,54384033.828571424,1,-865377736.7758112,-1202665969.136803,-1103019400.0
2018-12-19,-1900052664.6400115,31286226.259999998,31319019.23,-545816759.7300007,27817028.1,29304310.33,-1179083422.5857184,48347609.70142857,1,-1270667040.6623418,-1161785473.7186031,-1291768400.0
2018-12-20,-546180417.260001,34438962.01,34400442.23,-1900052664.6400115,31286226.259999998,31319019.23,-986004259.6242884,44863296.46428571,1,-829844859.1224147,-1136122546.199703,-1100398600.0
2018-12-21,-1690096231.1700027,25407072.41,26265002.04,-546180417.260001,34438962.01,34400442.23,-987368879.6357172,43123007.065714285,1,-1040634404.7239784,-1257626146.7731035,-1148600400.0
2018-12-24,-546720916.65,85402943.39,81064308.83,-1690096231.1700027,25407072.41,26265002.04,-987530085.1185741,45558863.47285714,1,-864711702.050728,-1262596352.0671027,-1107888100.0
2018-12-25,-526345572.5100009,1200.0,0.0,-546720916.65,85402943.39,81064308.83,-1062948898.9557171,40411377.66142857,1,-1126815556.01725,-1366675716.1986034,-1201728600.0
2018-12-26,-1689374668.0000026,40632837.06,35959101.33,-526345572.5100009,1200.0,0.0,-1063512461.4228599,34998038.461428575,1,-1136298438.7822907,-1139381429.3866026,-1207781100.0
2018-12-27,-1680035827.5000026,40141589.87,48539130.62,-1689374668.0000026,40632837.06,35959101.33,-1225543756.8185744,36758690.14285714,1,-1146521866.4396064,-1101149426.3633027,-1279704200.0
2018-12-28,-546266308.4300008,17330508.830000002,21150479.259999998,-1680035827.5000026,40141589.87,48539130.62,-1032145705.93143,34765016.224285714,1,-920745692.2913009,-1205253726.5560026,-1138825500.0
2018-12-29,-546605718.9700005,21514779.66,18310816.82,-546266308.4300008,17330508.830000002,21150479.259999998,-1032206463.3185729,32918704.46,1,-1095975525.8553457,-1267001683.426803,-1181909400.0
2018-12-31,-1899152515.8900115,42506336.64,55898397.94,-546605718.9700005,21514779.66,18310816.82,-1062071646.8500025,35361456.49285714,1,-1129370017.7946014,-1264290154.7554033,-1204652800.0
2019-01-01,-528470498.60000086,15392653.549999999,14034818.13,-1899152515.8900115,42506336.64,55898397.94,-1059464444.2714313,25359986.515714288,1,-920607584.4929732,-1205797817.2889025,-1151376100.0
2019-01-02,-545919244.0700008,21756101.06,18401011.6,-528470498.60000086,15392653.549999999,14034818.13,-1062260683.065717,28467829.524285715,1,-1133095553.04628,-1217870806.1182032,-1205085300.0
2019-01-03,-1898672786.0000117,21859971.25,24798316.37,-545919244.0700008,21756101.06,18401011.6,-1092160414.2085757,25785991.551428575,1,-1165124916.3512585,-1155899253.2591028,-1225924700.0
2019-01-04,-1900416583.1900115,24611729.97,21271434.97,-1898672786.0000117,21859971.25,24798316.37,-1123643379.3071482,23567440.13714286,1,-995317007.010385,-1058104636.384503,-1199552900.0
2019-01-05,-1893013028.820012,15375030.04,11209274.98,-1900416583.1900115,24611729.97,21271434.97,-1316035767.934293,23288086.02428571,1,-1222895073.2800539,-1016330529.6159027,-1336819800.0
2019-01-07,-1686792579.3600025,25685779.62,17744840.98,-1893013028.820012,15375030.04,11209274.98,-1478919605.1328642,23883943.16142857,1,-1418899360.4595497,-1117600084.5975037,-1450760100.0
2019-01-08,-545514329.7700009,36182176.78,40751383.160000004,-1686792579.3600025,25685779.62,17744840.98,-1285542721.4014344,22980491.75285714,1,-1218080963.2875698,-971519794.3515017,-1322377200.0
2019-01-09,-1686327996.8000026,25503996.54,31753133.89,-545514329.7700009,36182176.78,40751383.160000004,-1450950935.430006,24424969.32285714,1,-1595382613.2316546,-1620471332.3705049,-1483792000.0
2019-01-10,-546949348.1400001,23092517.73,22507693.63,-1686327996.8000026,25503996.54,31753133.89,-1451098093.1542914,24615885.99,1,-1420184655.103021,-1281295197.6199028,-1437807400.0
2019-01-11,1376734.0,19571952.27,21079001.55,-546949348.1400001,23092517.73,22507693.63,-1179662447.440004,24289026.13571429,1,-1270215095.9066787,-1189481730.6816032,-1289822200.0
2019-01-14,-545394523.8100008,40519512.41,36133724.52,1376734.0,19571952.27,21079001.55,-986087867.5285741,26561566.484285716,1,-1124614184.6340268,-1538066712.615504,-1171521000.0
2019-01-15,-545388323.2900009,14150158.1,14962833.78,-545394523.8100008,40519512.41,36133724.52,-793570052.4528582,26386584.778571427,1,-807194820.1965964,-1058058081.7989031,-999664830.0
2019-01-16,-546340028.5000001,21079230.05,19862592.31,-545388323.2900009,14150158.1,14962833.78,-630648259.4728578,25728506.26857143,1,-615462799.2593946,-1170012342.3309028,-875683100.0
2019-01-17,819820.2699999955,19705364.21,32179055.77,-546340028.5000001,21079230.05,19862592.31,-552600523.7528578,23374675.901428573,1,-521046090.5226328,-1169301472.1335027,-814083000.0
2019-01-18,-545139364.0,16010586.55,15400812.56,819820.2699999955,19705364.21,32179055.77,-389573576.21000034,22018474.474285714,1,-414979972.58085155,-1383560869.2262032,-705701400.0
2019-01-19,-1687224514.3800027,13258318.87,13634977.99,-545139364.0,16010586.55,15400812.56,-552470028.5300006,20613588.922857143,1,-521453370.6760612,-1183517624.2223027,-814192830.0
2019-01-21,1547710.0,31902633.73,32355321.79,-1687224514.3800027,13258318.87,13634977.99,-552445603.3871435,22375114.845714282,1,-345269663.3729916,-1157178442.9957025,-779939800.0
2019-01-22,-1689868978.3800027,16715428.3,18176868.39,1547710.0,31902633.73,32355321.79,-715941954.0400009,18974531.40142857,1,-800739010.8333248,-1383402815.818603,-962671700.0
2019-01-23,-1688207126.5800028,16857585.34,16605146.96,-1689868978.3800027,16715428.3,18176868.39,-879201783.0814297,19361306.721428573,1,-735302632.6235248,-1101252459.559903,-1026367200.0
2019-01-24,-539989473.9100012,19162126.91,16032273.09,-1688207126.5800028,16857585.34,16605146.96,-878294560.9971443,19087434.844285715,1,-733955348.8744481,-1085056400.0662029,-1025827200.0
2019-01-25,-548272038.7300001,19122182.86,19479754.54,-539989473.9100012,19162126.91,16032273.09,-956736255.1400013,19004123.22285714,1,-1004281439.2752167,-1261385546.164404,-1124567000.0
2019-01-28,-1898559162.9000113,41787046.58,35257321.13,-548272038.7300001,19122182.86,19479754.54,-1150081940.6971457,22686474.65571428,1,-1235117967.6704288,-1117802060.6734025,-1268074100.0
2019-01-29,-545734621.9300008,19907236.97,26949247.69,-1898559162.9000113,41787046.58,35257321.13,-987011956.0614312,23636320.098571427,1,-828252027.6887435,-1136955046.3942032,-1099575300.0
2019-01-30,-540216764.5400009,22482692.330000002,19758319.0,-545734621.9300008,19907236.97,26949247.69,-1064406880.9957172,22290614.18428571,1,-1135075240.2917187,-1240588072.6341033,-1204299800.0
2019-01-31,-548416974.65,18693760.22,32771793.08,-540216764.5400009,22482692.330000002,19758319.0,-901342309.0342882,22573233.029999997,1,-938100498.8550284,-1125230916.4479034,-1082864300.0
2019-02-01,-1690313516.210003,16087970.53,13855256.23,-548416974.65,18693760.22,32771793.08,-901643221.838574,22463288.057142857,1,-942350114.7422059,-1121156934.555403,-1081673500.0
2019-02-02,-1688772868.210003,12576545.870000001,13149167.23,-1690313516.210003,16087970.53,13855256.23,-1065755135.3100027,21522490.765714284,1,-957108864.5146888,-1220424180.6753025,-1164228000.0
2019-02-04,-540215199.2600007,31741230.03,33874442.28,-1688772868.210003,12576545.870000001,13149167.23,-1064604158.24286,23325211.79,1,-957031371.4269423,-1287878205.8963025,-1163591300.0
2019-02-05,-1689594798.0500028,16400797.44,14400793.67,-540215199.2600007,31741230.03,33874442.28,-1034752106.1214303,19698604.770000003,1,-1098359712.31735,-1278808192.3743033,-1181744100.0
2019-02-06,-544588298.6900005,17700582.18,19645190.44,-1689594798.0500028,16400797.44,14400793.67,-1034588345.658573,19383368.37142857,1,-919982847.9873773,-1314849842.8909025,-1141304400.0
2019-02-07,-1903214954.7300117,18259086.62,19550601.73,-544588298.6900005,17700582.18,19645190.44,-1229302372.8285747,18779996.127142858,1,-1330778740.8597677,-1180978064.5404031,-1325647400.0
2019-02-08,-1688585351.7300026,17549835.009999998,16816615.69,-1903214954.7300117,18259086.62,19550601.73,-1392183569.554289,18616578.240000002,1,-1315022721.596779,-1234475745.9540033,-1389672100.0
2019-02-09,-540249321.8300009,1600.0,0.0,-1688585351.7300026,17549835.009999998,16816615.69,-1227888684.6428604,16318525.307142857,1,-1151313734.217837,-1125900821.826403,-1280734300.0
2019-02-11,-1689232459.9900026,46088836.67,46167115.269999996,-540249321.8300009,1600.0,0.0,-1227954340.6114316,21105995.42142857,1,-1330258854.89589,-1145309078.5107036,-1326323000.0
2019-02-12,-540165541.5100007,17876802.03,18698976.28,-1689232459.9900026,46088836.67,46167115.269999996,-1227947246.647146,19125362.85,1,-1150085449.4789505,-1157357035.7787035,-1279498200.0
2019-02-13,-1902209765.4000115,18621196.19,20068797.3,-540165541.5100007,17876802.03,18698976.28,-1258320813.4114327,19442562.671428572,1,-1365807516.667605,-1097849521.7921026,-1347036400.0
2019-02-14,-540055144.1100007,20076209.68,18886348.42,-1902209765.4000115,18621196.19,20068797.3,-1257673219.9000041,19781938.028571427,1,-1154533019.6854935,-1010473863.5434028,-1295297000.0
2019-02-15,-1689881884.3900027,17000710.79,15173879.74,-540055144.1100007,20076209.68,18886348.42,-1227197066.994289,19602170.052857142,1,-1327934314.7742238,-1199853419.0677032,-1324497700.0
2019-02-16,-1690168516.190003,10391667.38,9645165.35,-1689881884.3900027,17000710.79,15173879.74,-1227423233.3457172,18579574.67714286,1,-1150320269.2346442,-1174607350.5861027,-1280625400.0
2019-02-17,-540189215.1300011,1300.0,0.0,-1690168516.190003,10391667.38,9645165.35,-1227414646.674289,18579531.82,1,-1150933983.9937248,-1165638834.6402028,-1280878200.0
2019-02-18,-546024479.1100001,31234473.13,28487126.88,-540189215.1300011,1300.0,0.0,-1064099220.8342885,16457479.885714287,1,-1134390957.8017025,-1179254421.411103,-1205582300.0
2019-02-19,-539593747.2600012,7755900.34,10324792.41,-546024479.1100001,31234473.13,28487126.88,-1064017535.9414316,15011636.787142858,1,-1130892746.186716,-1257839939.4405034,-1203180000.0
2019-02-20,-1689873789.2400029,26284269.44,24295931.67,-539593747.2600012,7755900.34,10324792.41,-1033683825.0614302,16106361.537142858,1,-1098485430.4143448,-1272717885.4865036,-1182228100.0
2019-02-21,-540224100.900001,15920828.89,18750236.830000002,-1689873789.2400029,26284269.44,24295931.67,-1033707961.745716,15512735.709999999,1,-918271339.4902729,-1311924372.4165027,-1139779700.0
2019-02-22,-546072376.44,15731502.12,14960418.16,-540224100.900001,15920828.89,18750236.830000002,-870306603.4671443,15331420.185714288,1,-902824576.7075955,-1102241714.308603,-1058640200.0
2019-02-25,-1688503833.9200027,34818035.47,30021627.86,-546072376.44,15731502.12,14960418.16,-870068791.714287,18820901.34142857,1,-900670901.4026165,-1096341823.3064032,-1058894300.0
2019-02-26,-546170041.9799998,23353877.24,21739012.95,-1688503833.9200027,34818035.47,30021627.86,-870923195.5500011,22156983.804285713,1,-722889214.3233572,-1107960839.718603,-1019608640.0
2019-02-27,-545778560.8500001,14958509.22,19185218.28,-546170041.9799998,23353877.24,21739012.95,-870888064.3700011,19831846.102857143,1,-901008050.691997,-1096341823.3064032,-1059085440.0
2019-02-28,-546170949.4299997,12048802.72,21877418.2,-545778560.8500001,14958509.22,19185218.28,-871827664.680001,20445117.87142857,1,-904375080.699092,-1085940298.901503,-1060061630.0
2019-03-01,-540130648.5000014,15966873.74,13783600.43,-546170949.4299997,12048802.72,21877418.2,-707578644.5742863,18971204.2,1,-709854272.570584,-1113940028.1853027,-933956300.0
2019-03-02,816027.9999999953,22330845.31,17721457.38,-540130648.5000014,15966873.74,13783600.43,-630287197.5885719,19886920.83142857,1,-614716755.719345,-1162236088.2861028,-875127400.0
2019-03-04,-546182719.6799997,11188194.58,9967454.58,816027.9999999953,22330845.31,17721457.38,-630302960.908572,19237876.897142857,1,-697329711.5083824,-1386919745.1199033,-897226300.0
2019-03-05,-1901416961.2600117,32848438.869999997,32142367.009999998,-546182719.6799997,11188194.58,9967454.58,-660719121.9571446,18956505.95428571,1,-650651526.3305211,-1177240102.3077025,-898764800.0
